year,iso2,msi_raw,msi_smoothed
1997,FR,0.7016075171511706,0.5989869998196673
1998,FR,0.7326902707542371,0.6324037263629454
1999,FR,0.7263042546732166,0.6616180160465522
2000,FR,0.7011335465924058,0.6933981935561524
2001,FR,0.6211212727028468,0.6965713723747754
2002,FR,0.5926288751815341,0.674775643980848
2003,FR,0.5625966045656021,0.6407569107431211
2004,FR,0.6000647058994134,0.6155090009883605
2005,FR,0.5587473484232823,0.5870317613545357
2006,FR,0.5916960358505499,0.5811467139840764
2007,FR,0.6065642208502167,0.5839337831178129
2008,FR,0.4786883349940225,0.567152129203497
2009,FR,0.3521175317311517,0.5175626943698446
2010,FR,0.5452648066512198,0.5148661860154321
2011,FR,0.5226151085597439,0.5010500005572709
2012,FR,0.4390749822770973,0.46755215284264706
2013,FR,0.4621580785268413,0.4642461015492108
2014,FR,0.43250444386303044,0.48032348397558655
2015,FR,0.43740760290419667,0.4587520432261819
2016,FR,0.4187699440300874,0.4379830103202506
2017,FR,0.48952662248242773,0.4480733383613167
2018,FR,0.46831420298059256,0.4493045632520669
2019,FR,0.4950566454679691,0.4618150035730547
1967,GB,0.8230760811659503,0.8504002629531227
1968,GB,0.9047125728911466,0.8518279285013353
1969,GB,0.843436140394214,0.8466492630775772
1970,GB,0.8385383540495228,0.8495055165781791
1971,GB,0.8547801942677082,0.8529086685537084
1972,GB,0.7647309296275384,0.841239638246026
1973,GB,0.6757589110095477,0.7954489058697062
1974,GB,0.5533629382568173,0.7374342654422269
1975,GB,0.6379990037737717,0.6973263953870766
1976,GB,0.7360668670527148,0.673583729944078
1977,GB,0.7664220065611977,0.6739219453308098
1978,GB,0.8010696135937351,0.6989840858476473
1979,GB,0.6949072672887209,0.7272929516540281
1980,GB,0.6329632056718894,0.7262857920336516
1981,GB,0.7239186104860651,0.7238561407203216
1982,GB,0.7251663563226585,0.7156050106726137
1983,GB,0.7703720838059772,0.7094655047150622
1984,GB,0.7163735040468615,0.7137587520666904
1985,GB,0.7400945623613631,0.7351850234045851
1986,GB,0.7081822890286988,0.7320377591131118
1987,GB,0.7144347461049176,0.7298914370695637
1988,GB,0.5894509725950507,0.6937072148273783
1989,GB,0.6115575296469606,0.6727440199473982
1990,GB,0.5797988656267627,0.6406848806004781
1991,GB,0.5959639652319327,0.6182412158411249
1992,GB,0.5921092415300457,0.5937761149261506
1993,GB,0.6382337178369835,0.6035326639745371
1994,GB,0.6897552307857496,0.6191722042022949
1995,GB,0.6765626209009554,0.6385249552571335
1996,GB,0.7079890631192225,0.6609299748345914
1997,GB,0.773140854405105,0.6971362974096033
1998,GB,0.7329877144967869,0.7160870967415639
1999,GB,0.6641588131048737,0.7109678132053887
2000,GB,0.6443778735097749,0.7045308637271527
2001,GB,0.6346886118205459,0.6898707734674173
2002,GB,0.58333688283139,0.6519099791526742
2003,GB,0.6102297282180856,0.627358381896934
2004,GB,0.6344228977575657,0.6214111988274724
2005,GB,0.6595630712861269,0.6244482383827428
2006,GB,0.6257675741887443,0.6226640308563824
2007,GB,0.5879220713090351,0.6235810685519115
2008,GB,0.4749783314217224,0.5965307891926389
2009,GB,0.402072226993767,0.5500606550398791
2010,GB,0.5809854530788401,0.5343451313984218
2011,GB,0.5620546568750504,0.521602547935683
2012,GB,0.5243397679400774,0.5088860872618914
2013,GB,0.532357941029632,0.5203620091834733
2014,GB,0.5590968674071752,0.551766937266155
2015,GB,0.5512028140333796,0.5458104094570629
2016,GB,0.5523376084850438,0.5438669997790615
2017,GB,0.6187245917149593,0.562743964534038
2018,GB,0.5924471799262855,0.5747618123133686
2019,GB,0.613110073949255,0.5855644536217846
1975,IT,0.557372735111837,0.6247088231282587
1976,IT,0.60607692866054,0.5994168942450555
1977,IT,0.6312810271500768,0.5775208125320059
1978,IT,0.7350878734826134,0.5880854436607577
1979,IT,0.7284052046014893,0.6516447538013113
1980,IT,0.5961937550195575,0.6594089577828555
1981,IT,0.5908016026754043,0.6563538925858283
1982,IT,0.5771569748314826,0.6455290821221095
1983,IT,0.6667449337775689,0.6318604941811005
1984,IT,0.6663933627242005,0.6194581258056427
1985,IT,0.7072020078750421,0.6416597763767398
1986,IT,0.7991675681391249,0.6833329694694837
1987,IT,0.6973247312862456,0.7073665207604364
1988,IT,0.6690089387467093,0.7078193217542645
1989,IT,0.6204531361615822,0.6986312764417408
1990,IT,0.6133747683460913,0.6798658285359507
1991,IT,0.6119591302994163,0.6424241409680089
1992,IT,0.7139234394825426,0.6457438826072683
1993,IT,0.6658448078202931,0.6451110564219851
1994,IT,0.6977550507582371,0.660571439341316
1995,IT,0.6991311545605128,0.6777227165842004
1996,IT,0.7161413809271459,0.6985591667097463
1997,IT,0.723760720868281,0.7005266229868939
1998,IT,0.733658234667398,0.7140893083563149
1999,IT,0.6597091482867472,0.706480127862017
2000,IT,0.6732227217587393,0.7012984413016623
2001,IT,0.634394810247352,0.6849491271657036
2002,IT,0.5981106645560451,0.6598191159032563
2003,IT,0.590854549463776,0.631258378862532
2004,IT,0.6223383977537114,0.6237842287559248
2005,IT,0.6048712326098593,0.6101139309261487
2006,IT,0.598365544002204,0.6029080776771192
2007,IT,0.5824601384152406,0.5997779724489583
2008,IT,0.485847326763181,0.5787765279088393
2009,IT,0.40471468902827357,0.5352517861637517
2010,IT,0.46646200189930553,0.5075699400216409
2011,IT,0.4712711803208337,0.4821510672853669
2012,IT,0.45118471925921033,0.4558959834541608
2013,IT,0.47873608207631413,0.4544737345167874
2014,IT,0.5110798849798036,0.4757467737070934
2015,IT,0.5202962805703565,0.48651362944130366
2016,IT,0.5506321250858601,0.5023858183943088
2017,IT,0.6027927773792393,0.5327074300183148
2018,IT,0.5927724706252582,0.5555147077281035
2019,IT,0.6109856681277166,0.5754958643576862
1975,JP,0.619656188970265,0.6449090986643264
1976,JP,0.6935445444616989,0.6355876786635066
1977,JP,0.7235339936633864,0.6182880316603363
1978,JP,0.7527424896387037,0.6488041298611468
1979,JP,0.6633950797150845,0.6905744592898276
1980,JP,0.5904134646044212,0.6847259144166589
1981,JP,0.6730755975684721,0.6806321250380136
1982,JP,0.66217881781188,0.6683610898677124
1983,JP,0.7187893562083632,0.6615704631816441
1984,JP,0.7599677112219133,0.68088498948301
1985,JP,0.7908396599288184,0.7209702285478894
1986,JP,0.7940042015527103,0.7451559493447371
1987,JP,0.745065843656837,0.7617333545137285
1988,JP,0.694643212182648,0.7569041257085855
1989,JP,0.647306171128367,0.7343718176898761
1990,JP,0.5417758190375017,0.6845590495116128
1991,JP,0.5864119111839694,0.6430405914378646
1992,JP,0.5745638185634424,0.6089401864191857
1993,JP,0.5956263686003802,0.5891368177027322
1994,JP,0.586166270080091,0.5769088374930769
1995,JP,0.5501897017093886,0.5785916140274543
1996,JP,0.5788753970547567,0.5770843112016119
1997,JP,0.5478472038948669,0.5717409882678967
1998,JP,0.5463005141799808,0.5618758173838169
1999,JP,0.5650139179590756,0.5576453469596137
2000,JP,0.5975106413953151,0.5671095348967989
2001,JP,0.513999035985947,0.5541342626830371
2002,JP,0.5286623355892046,0.5502972890219047
2003,JP,0.5891064797650878,0.558858482138926
2004,JP,0.680964226679558,0.5820485438830225
2005,JP,0.673779156511279,0.5973022469062153
2006,JP,0.721784690659272,0.6388593778408802
2007,JP,0.7313514614561185,0.6793972030142631
2008,JP,0.6099477724358555,0.6835654615484166
2009,JP,0.49593557578837544,0.6465597313701801
2010,JP,0.694406716642318,0.6506852433963879
2011,JP,0.6071266087813577,0.6277536270208051
2012,JP,0.5967092244158698,0.6008251796127553
2013,JP,0.691040147205809,0.617043654566746
2014,JP,0.6365573898812893,0.6451680173853288
2015,JP,0.7516063892557276,0.6566079519080107
2016,JP,0.7187741411203161,0.6789374583758023
2017,JP,0.7867662800273711,0.7169488694981027
2018,JP,0.7487324693538557,0.7284873339277119
2019,JP,0.7130050083103036,0.7437768576135149
1962,US,0.7929310598764723,0.7827756068420773
1963,US,0.8059456266710887,0.7967527912744008
1964,US,0.8483027239924246,0.796679889722428
1965,US,0.8462562929285637,0.8123063464560856
1966,US,0.8499487825140658,0.828676897196523
1967,US,0.8184917802247751,0.8337890412661835
1968,US,0.8398255347922372,0.8405650228904132
1969,US,0.7916538044206728,0.829235238976063
1970,US,0.6891862255836212,0.7978212255070745
1971,US,0.7815121699341777,0.7841339029910968
1972,US,0.8041493415910024,0.7812654152643422
1973,US,0.7395412602875446,0.7612085603634038
1974,US,0.571214825305806,0.7171207645404304
1975,US,0.6489888574056977,0.7090812909048456
1976,US,0.7770813616015301,0.7081951292383162
1977,US,0.669239824414201,0.6812132258029558
1978,US,0.6656183555251516,0.6664286448504773
1979,US,0.6280238321713029,0.6777904462235766
1980,US,0.5944894826895747,0.6668905712803521
1981,US,0.6665932562466594,0.6447929502093779
1982,US,0.5747863299360465,0.625902251313747
1983,US,0.7444130973488756,0.6416611996784918
1984,US,0.7038035709680467,0.6568171474378406
1985,US,0.693533287193608,0.6766259083386472
1986,US,0.6644676171542132,0.676200780520158
1987,US,0.6613189273696272,0.6935073000068741
1988,US,0.6584354588838202,0.676311772313863
1989,US,0.7175067388833228,0.6790524058969183
1990,US,0.6452067263453118,0.669387093727259
1991,US,0.657820858478855,0.6680577419921874
1992,US,0.6972449281825619,0.6752429421547743
1993,US,0.6863334957973697,0.6808225495374842
1994,US,0.6933595773426,0.6759931172293397
1995,US,0.7088975731241808,0.6887312865851134
1996,US,0.7422894489205664,0.7056250046734558
1997,US,0.7535009978756768,0.7168762186120787
1998,US,0.7294085904869783,0.7254912375500004
1999,US,0.7029294290249968,0.7274052078864799
2000,US,0.6541123875974395,0.7164481707811315
2001,US,0.585598074300616,0.6851098958571414
2002,US,0.5283179879730187,0.6400732938766098
2003,US,0.5445079817686964,0.6030931721329534
2004,US,0.5793563732064442,0.578378560969243
2005,US,0.5330702103869567,0.5541701255271464
2006,US,0.5608191192299791,0.5492143345130189
2007,US,0.5302489677936041,0.5496005304771361
2008,US,0.363927481545388,0.5134844304324744
2009,US,0.2972474826813045,0.4570626523274465
2010,US,0.48842622805177727,0.4481338558604106
2011,US,0.47888302371916225,0.43174663675824726
2012,US,0.5503748120701796,0.4357718056135623
2013,US,0.59943605514159,0.48287352033280273
2014,US,0.6316590142880266,0.5497558266541471
2015,US,0.6075946960448553,0.5735895202527628
2016,US,0.6078871330059056,0.5993903421101114
2017,US,0.6654807809637107,0.6224115358888176
2018,US,0.6645701878653234,0.6354383624335643
2019,US,0.6544840318135439,0.6400033659386677
