year,iso2,msi_raw,msi_smoothed
1977,US,0.595482834612715,0.603479329990354
1978,US,0.5869108776905868,0.585086817348228
1979,US,0.5431505038660676,0.5973492417587629
1980,US,0.5117248146530338,0.5879995272760415
1981,US,0.5835762153495115,0.564169049234383
1982,US,0.49774343221941975,0.544621168755724
1983,US,0.680969804354309,0.5634329540884684
1984,US,0.6580678943630073,0.5864164321878563
1985,US,0.6565056909312914,0.615372607443508
1986,US,0.6365775702401523,0.6259728784216361
1987,US,0.6294411595563814,0.6523124238890284
1988,US,0.6258300524938352,0.6412844735169336
1989,US,0.6867699893842343,0.647024892521179
1990,US,0.644814849262458,0.6446867241874124
1991,US,0.6551881991565462,0.6484088499706911
1992,US,0.7128006420393384,0.6650807464672825
1993,US,0.7114414594195697,0.6822030278524294
1994,US,0.722398403475278,0.6893287106706382
1995,US,0.7375818296654415,0.7078821067512349
1996,US,0.7712917669814233,0.7311028203162102
1997,US,0.7831213350532508,0.7451669589189927
1998,US,0.7675815284294527,0.7563949727209692
1999,US,0.7502755986714007,0.7619704117601938
2000,US,0.7096995732365524,0.7563939604744159
2001,US,0.6447498325808931,0.7310855735943098
2002,US,0.5928894389133373,0.6930391943663271
2003,US,0.614160871579608,0.6623550629963582
2004,US,0.6587683393106767,0.6440536111242133
2005,US,0.6212593405755511,0.6263655645920131
2006,US,0.6531996921930605,0.6280555365144466
2007,US,0.6168911409845956,0.6328558769286982
2008,US,0.44197578771361024,0.5984188601554986
2009,US,0.3726070491358767,0.5411866021205386
2010,US,0.5634391971422961,0.5296225734338875
2011,US,0.5519246730836538,0.5093675696120062
2012,US,0.6184933425082697,0.5096880099167411
2013,US,0.6657335696965312,0.5544395663133252
2014,US,0.6985115957910909,0.6196204756443682
2015,US,0.6772656616932138,0.6423857685545518
2016,US,0.677238348638238,0.6674485036654685
2017,US,0.7342441437545122,0.6905986639147169
2018,US,0.7355769887847933,0.7045673477323694
2019,US,0.7242940564234178,0.7097238398588347
